provider_id,shift_id,shift_start,Hours_Awake,Decisions_Made,Decisions_per_hour,Task_Switches,Task_Switches_per_hour,Avg_Decision_Time_sec,Error_Rate,Error_Rate_per_hour,Cognitive_Load_Score,Time_of_Day,fatigue_probability,risk_tier,total_dc_orders,total_changes,n_orders
P53VS1,P53VS1_2137-02-25_19,2137-02-25 22:34:43,7.18,57,7.94,31,4.32,260.0,0.0351,0.2787,7.33,22,0.38675027024904063,Moderate,0,2,57
P54NPF,P54NPF_2140-10-03_7,2140-10-03 11:34:23,2.08,28,13.43,18,8.63,739.0,0.1429,1.9187,7.96,11,0.11797000776318936,Low,1,0,28
P54V0D,P54V0D_2125-09-27_19,2125-09-27 22:45:58,5.11,18,3.52,7,1.37,1787.0,0.7222,2.5421,9.58,22,0.3957856197991955,Moderate,8,5,18
P54V0D,P54V0D_2125-09-27_7,2125-09-27 08:38:46,10.34,23,2.22,13,1.26,1587.0,0.1739,0.3867,7.95,8,0.5873434557702969,Moderate,1,3,23
P54XCD,P54XCD_2135-01-17_7,2135-01-17 10:00:36,7.35,15,2.04,8,1.09,932.0,0.5333,1.0883,8.86,10,0.12675526659637912,Low,1,4,15
P54XCD,P54XCD_2135-01-20_7,2135-01-20 10:34:54,8.06,27,3.35,13,1.61,653.0,0.5926,1.9853,8.48,10,0.1046973690076115,Low,5,9,27
P55E2D,P55E2D_2137-02-08_7,2137-02-08 07:48:24,10.78,15,1.39,9,0.83,957.0,0.3333,0.4636,7.49,7,0.5907994312327598,Moderate,2,3,15
P55E2D,P55E2D_2137-02-10_7,2137-02-10 08:47:04,8.94,18,2.01,6,0.67,68.0,0.4444,0.8947,7.85,8,0.41557064589539994,Moderate,4,4,18
P55F9S,P55F9S_2140-01-23_19,2140-01-23 19:01:16,11.84,74,6.25,41,3.46,375.0,0.2432,1.5208,7.5,19,0.7750734370201614,High,4,4,74
P55F9S,P55F9S_2175-04-05_7,2175-04-05 18:10:27,0.6,21,35.08,10,16.71,174.0,0.1429,5.0116,6.66,18,0.8671240232386506,High,0,0,21
P55F9S,P55F9S_2175-04-06_7,2175-04-06 09:07:33,7.6,18,2.37,9,1.18,105.0,0.2778,0.6581,8.38,9,0.3905091104111737,Moderate,3,2,18
P55F9S,P55F9S_2178-09-28_19,2178-09-28 21:23:20,3.75,16,4.26,10,2.67,1835.0,0.0625,0.2665,8.04,21,0.3954016795827396,Moderate,0,1,16
P55NTE,P55NTE_2145-07-24_19,2145-07-24 21:11:50,1.99,34,17.09,9,4.53,124.0,0.1176,2.0112,5.15,21,0.3890260766855147,Moderate,3,0,34
P55U9K,P55U9K_2125-03-20_7,2125-03-20 12:24:05,4.25,40,9.41,27,6.35,3751.0,0.1,0.9413,7.65,12,0.38788983281779954,Moderate,4,0,40
P55U9K,P55U9K_2187-07-29_7,2187-07-29 07:25:27,0.15,63,60.0,43,30.0,549.0,0.1429,10.0,6.67,7,0.7485503536977205,High,0,0,63
P55W8E,P55W8E_2153-04-12_19,2153-04-12 21:50:27,4.85,26,5.36,11,2.27,305.0,0.1154,0.6183,8.3,21,0.3938969222190171,Moderate,0,3,26
P56MVO,P56MVO_2200-09-27_7,2200-09-27 07:43:24,9.35,17,1.82,8,0.86,3025.0,0.3529,0.642,7.48,7,0.3810785367375839,Moderate,4,2,17
P56MVO,P56MVO_2200-09-28_7,2200-09-28 09:06:27,8.13,18,2.22,9,1.11,132.0,0.5556,1.2306,8.55,9,0.3962497609925759,Moderate,7,3,18
P56MVO,P56MVO_2200-09-29_7,2200-09-29 07:15:26,10.57,18,1.7,6,0.57,631.5,0.3889,0.662,7.92,7,0.6015889106535962,Moderate,4,3,18
P56VC7,P56VC7_2140-01-23_7,2140-01-23 12:56:09,6.05,30,4.96,24,3.97,475.0,0.0,0.0,8.93,12,0.3932592227018139,Moderate,0,0,30
P573FK,P573FK_2196-04-14_7,2196-04-14 13:45:54,3.78,35,9.25,18,4.76,405.0,0.2571,2.3782,6.62,13,0.11325426393347862,Low,8,1,35
P57HAS,P57HAS_2155-07-13_7,2155-07-13 14:40:25,1.34,29,21.69,19,14.21,4813.0,0.069,1.4959,7.17,14,0.39413356442252856,Moderate,0,0,29
P57LXS,P57LXS_2128-09-05_7,2128-09-05 17:56:34,0.1,25,60.0,2,20.0,112.5,0.88,10.0,4.04,17,0.9068117466018962,High,3,19,25
P57RQN,P57RQN_2147-06-17_7,2147-06-17 07:09:17,8.13,18,2.21,7,0.86,1226.0,0.3889,0.8611,6.17,7,0.12547222252368703,Low,3,4,18
P57RQN,P57RQN_2192-05-12_7,2192-05-12 09:31:24,4.55,34,7.47,20,4.39,909.0,0.1471,1.0979,6.98,9,0.0978026904268843,Low,0,1,34
P57YCB,P57YCB_2111-01-23_7,2111-01-23 18:28:11,0.1,36,60.0,18,30.0,300.0,0.0,0.0,6.43,18,0.6844611852020622,High,0,0,36
P57YCB,P57YCB_2114-06-21_7,2114-06-21 13:56:32,0.1,31,60.0,17,30.0,300.0,0.0,0.0,6.56,13,0.6279345196426687,Moderate,0,0,31
P57YCB,P57YCB_2118-11-19_19,2118-11-19 21:51:37,0.3,38,60.0,18,30.0,1063.0,0.0263,3.3866,5.35,21,0.7452016759616874,High,1,0,38
P57YCB,P57YCB_2130-10-26_7,2130-10-26 15:49:42,0.2,36,60.0,24,30.0,708.0,0.0278,5.0847,6.71,15,0.9235370994554994,High,0,0,36
P57YCB,P57YCB_2140-03-28_7,2140-03-28 18:32:35,0.1,32,60.0,18,30.0,300.0,0.0,0.0,5.85,18,0.6967691087029656,High,0,0,32
P57YCB,P57YCB_2141-12-18_7,2141-12-18 14:17:21,0.1,33,60.0,21,30.0,300.0,0.0,0.0,6.48,14,0.6406478372610608,Moderate,0,0,33
P57YCB,P57YCB_2146-12-16_7,2146-12-16 10:54:56,0.1,37,60.0,21,30.0,300.0,0.0,0.0,6.04,10,0.6727922243228398,High,0,0,37
P57YCB,P57YCB_2161-04-30_7,2161-04-30 10:44:20,4.35,17,3.91,8,1.84,670.0,0.6471,2.531,6.45,10,0.08647146289061902,Low,3,8,17
P57ZAL,P57ZAL_2136-04-23_19,2136-04-23 19:40:34,0.1,32,60.0,15,30.0,300.0,0.0,0.0,6.37,19,0.6823823038039224,High,0,0,32
P581PR,P581PR_2174-12-16_7,2174-12-16 15:12:59,2.95,23,7.81,5,1.7,1418.0,0.087,0.6789,4.64,15,0.14032090139150954,Low,1,0,23
P583BG,P583BG_2148-01-25_19,2148-01-26 01:29:40,0.32,17,52.94,13,30.0,1156.0,0.0588,3.1142,8.73,1,0.8355671168263116,High,0,1,17
P586SU,P586SU_2148-08-16_7,2148-08-16 08:40:31,7.46,106,14.21,46,6.17,130.0,0.3208,4.5585,5.41,8,0.6682621451598096,High,15,14,106
P586SU,P586SU_2148-08-17_7,2148-08-17 11:23:10,3.83,41,10.71,16,4.18,300.0,0.0732,0.7835,4.84,11,0.12076755336403859,Low,0,1,41
P59AIO,P59AIO_2117-01-27_19,2117-01-28 01:39:37,3.0,21,7.01,16,5.34,676.5,0.0476,0.3338,7.7,1,0.3739843250994972,Moderate,1,0,21
P59L8I,P59L8I_2155-05-22_19,2155-05-22 23:20:47,1.16,28,24.1,11,9.47,454.5,0.0714,1.7217,7.54,23,0.5877628069821608,Moderate,0,1,28
P59VMI,P59VMI_2160-11-08_19,2160-11-08 21:24:37,0.1,20,60.0,12,30.0,300.0,0.0,0.0,6.85,21,0.808101373714929,High,0,0,20
P59ZON,P59ZON_2140-01-27_7,2140-01-27 09:44:47,0.81,17,20.88,9,11.05,123.0,0.4118,8.5977,8.19,9,0.8417785873904189,High,3,3,17
P59ZON,P59ZON_2140-01-29_7,2140-01-29 10:55:25,5.9,21,3.56,14,2.37,630.0,0.5238,1.8631,8.25,10,0.12402481248593634,Low,4,3,21
P607HY,P607HY_2151-01-15_7,2151-01-15 15:23:26,1.62,15,9.28,7,4.33,534.5,0.1333,1.2375,7.64,15,0.11956320353139606,Low,1,1,15
P60WKY,P60WKY_2133-12-18_7,2133-12-18 14:32:52,2.8,46,16.45,30,10.73,72.0,0.0,0.0,7.26,14,0.39627716881052155,Moderate,0,0,46
P60WKY,P60WKY_2133-12-20_7,2133-12-20 13:47:04,0.1,36,60.0,19,30.0,300.0,0.0,0.0,6.92,13,0.7475579015431746,High,0,0,36
P61367,P61367_2116-12-02_19,2116-12-03 06:17:29,0.1,25,60.0,18,30.0,328.0,0.0,0.0,7.95,6,0.7703994738810598,High,0,0,25
P6194X,P6194X_2143-03-03_7,2143-03-03 07:43:56,0.1,41,60.0,19,30.0,300.0,0.0244,10.0,5.73,7,0.7954771867351231,High,1,0,41
P6194X,P6194X_2157-07-16_7,2157-07-16 10:06:42,0.16,44,60.0,27,30.0,286.5,0.0,0.0,6.39,10,0.6781157636867347,High,0,0,44
P61UOA,P61UOA_2176-12-23_19,2176-12-23 20:19:36,0.1,36,60.0,17,30.0,300.0,0.0556,10.0,5.94,20,0.9010215206002148,High,0,0,36
P61UOA,P61UOA_2178-07-22_7,2178-07-22 08:40:00,4.31,37,8.59,15,3.48,1079.0,0.2973,2.5537,7.23,8,0.40295175199264394,Moderate,1,1,37
P61UOA,P61UOA_2185-11-02_19,2185-11-02 19:39:25,2.06,23,11.17,15,7.28,445.0,0.2174,2.4282,7.37,19,0.387680468762491,Moderate,1,3,23
P61UOA,P61UOA_2185-11-03_7,2185-11-03 07:25:29,9.78,20,2.04,8,0.82,1176.0,0.05,0.1022,7.94,7,0.40363212255010716,Moderate,0,1,20
P61VWF,P61VWF_2135-01-06_19,2135-01-06 22:48:11,0.1,34,60.0,16,30.0,300.0,0.2647,10.0,5.89,22,0.9054731200384385,High,0,0,34
P628FU,P628FU_2120-05-12_7,2120-05-12 13:53:23,3.62,31,8.56,23,6.35,460.5,0.0323,0.276,8.33,13,0.13066720703174264,Low,0,0,31
P628FU,P628FU_2180-02-22_7,2180-02-22 07:57:41,8.59,37,4.31,21,2.45,1281.0,0.1622,0.6989,5.69,7,0.11743160943709005,Low,2,1,37
P62R9D,P62R9D_2153-03-27_19,2153-03-27 22:41:21,3.86,18,4.66,12,3.11,946.5,0.0556,0.2588,8.37,22,0.3921761968626685,Moderate,0,0,18
P62SH4,P62SH4_2153-04-16_19,2153-04-16 21:28:15,0.34,31,60.0,18,30.0,607.5,0.0968,8.8889,6.43,21,0.9255456573740595,High,1,1,31
P6375Z,P6375Z_2113-09-12_7,2113-09-12 14:58:09,2.68,45,16.78,22,8.21,166.0,0.1556,2.6109,6.72,14,0.11249904649459382,Low,3,3,45
P6375Z,P6375Z_2188-08-10_7,2188-08-10 07:07:31,10.04,19,1.89,8,0.8,3426.0,0.5789,1.096,6.73,7,0.2240913171118164,Low,8,3,19
P63DVB,P63DVB_2183-08-03_19,2183-08-04 03:19:40,3.49,17,4.87,7,2.0,108.0,0.0588,0.2863,6.76,3,0.38510826654915803,Moderate,0,0,17
P63FTF,P63FTF_2147-12-30_7,2147-12-30 13:22:24,0.1,45,60.0,18,30.0,300.0,0.2889,10.0,4.78,13,0.8541426288465329,High,0,1,45
P63FTF,P63FTF_2148-01-31_7,2148-01-31 08:53:13,0.1,44,60.0,16,30.0,300.0,0.4318,10.0,4.87,8,0.8942408864355552,High,0,0,44
P63XQD,P63XQD_2174-12-12_19,2174-12-12 20:33:02,0.1,28,60.0,17,30.0,300.0,0.1786,10.0,7.22,20,0.9879736937980848,High,0,0,28
P6483W,P6483W_2111-11-13_19,2111-11-13 23:44:24,3.79,37,9.75,17,4.48,169.0,0.0541,0.527,7.91,23,0.3842061954532642,Moderate,1,1,37
P6483W,P6483W_2174-05-27_7,2174-05-27 13:06:04,1.46,16,10.99,10,6.87,5242.0,0.0,0.0,8.04,13,0.40107203523677726,Moderate,0,0,16
P6483W,P6483W_2179-03-27_19,2179-03-27 20:25:50,0.71,31,43.49,14,19.64,62.0,0.129,5.6118,7.51,20,0.8859558741083556,High,0,2,31
P6483W,P6483W_2179-03-28_7,2179-03-28 08:30:24,8.58,22,2.57,11,1.28,362.0,0.3636,0.9329,8.34,8,0.3817282508783999,Moderate,2,3,22
P64EEO,P64EEO_2169-01-17_7,2169-01-17 15:40:21,0.92,27,29.37,14,15.23,1655.0,0.1481,4.3505,6.9,15,0.7090236433607554,High,0,2,27
P64S2R,P64S2R_2133-12-18_19,2133-12-18 19:32:35,10.34,15,1.45,11,1.06,1099.0,0.2667,0.3867,8.86,19,0.6395803449302692,Moderate,0,4,15
P64S2R,P64S2R_2133-12-20_7,2133-12-20 08:45:30,1.64,23,14.03,11,6.71,181.0,0.3478,4.8797,7.94,8,0.6902939178943381,High,5,3,23
P65M33,P65M33_2149-02-11_19,2149-02-12 00:03:55,6.5,22,3.38,14,2.15,575.0,0.0909,0.3075,8.26,0,0.387801642374944,Moderate,0,0,22
P6623E,P6623E_2144-01-19_7,2144-01-19 14:33:29,2.96,24,8.1,13,4.39,226.0,0.1667,1.3506,6.48,14,0.11358297557955538,Low,1,0,24
P66O97,P66O97_2140-09-25_7,2140-09-25 07:14:04,10.66,19,1.78,12,1.13,411.0,0.3158,0.5626,7.91,7,0.388002059915641,Moderate,1,3,19
P66O97,P66O97_2174-12-09_7,2174-12-09 11:04:47,4.47,16,3.58,9,2.01,566.0,0.375,1.3417,9.04,11,0.11815063367523497,Low,0,6,16
P66Q6K,P66Q6K_2201-07-07_19,2201-07-07 19:54:08,7.75,37,4.78,16,2.07,209.0,0.0541,0.2581,7.15,19,0.3795085482100105,Moderate,1,1,37
P66ZXZ,P66ZXZ_2140-06-19_19,2140-06-19 22:02:56,0.1,22,60.0,16,30.0,134.0,0.1364,10.0,7.03,22,0.9169669735663509,High,0,0,22
P673MV,P673MV_2116-12-07_7,2116-12-07 09:56:51,4.97,20,4.03,12,2.42,145.0,0.3,1.2079,8.52,9,0.39622056833329644,Moderate,3,3,20
P673MV,P673MV_2116-12-10_7,2116-12-10 08:45:15,5.9,23,3.9,13,2.2,547.5,0.1739,0.6777,7.49,8,0.3934442880060026,Moderate,2,2,23
P67QXU,P67QXU_2129-04-05_19,2129-04-06 00:52:24,1.61,19,11.84,14,8.72,209.0,0.1053,1.2459,8.03,0,0.3951592430569542,Moderate,0,2,19
P67TM4,P67TM4_2110-04-11_7,2110-04-11 11:25:22,0.1,20,60.0,2,20.0,115.5,0.05,10.0,2.86,11,0.912862657165447,High,0,1,20
P6802M,P6802M_2116-06-27_7,2116-06-27 17:07:54,0.1,29,60.0,18,30.0,300.0,0.0345,10.0,7.76,17,1.0,High,0,1,29
P68T1F,P68T1F_2150-06-04_19,2150-06-04 21:31:40,0.1,21,60.0,14,30.0,300.0,0.0476,10.0,7.22,21,0.9807280430610484,High,0,0,21
P68Z6L,P68Z6L_2112-11-10_7,2112-11-10 16:09:55,1.36,22,16.22,10,7.37,96.5,0.1364,2.2118,6.82,16,0.38652307644609585,Moderate,2,1,22
P695DP,P695DP_2140-01-24_7,2140-01-24 09:12:45,5.35,32,5.98,15,2.8,178.5,0.4062,2.4286,7.01,9,0.10858147546546175,Low,4,9,32
P699GL,P699GL_2133-12-21_7,2133-12-21 12:48:35,6.11,16,2.62,11,1.8,2173.0,0.5625,1.4731,8.68,12,0.3792712819236632,Moderate,8,1,16
P69AOR,P69AOR_2117-04-15_7,2117-04-15 09:39:27,1.93,32,16.57,14,7.25,6951.0,0.0312,0.5179,5.56,9,0.10367203339302478,Low,0,1,32
P69PHE,P69PHE_2137-06-14_19,2137-06-14 21:16:55,0.56,24,42.67,15,26.67,119.0,0.125,5.3333,7.17,21,0.9010105040250512,High,1,2,24
P69PHE,P69PHE_2160-04-14_19,2160-04-14 19:22:22,0.14,24,60.0,13,30.0,68.5,0.1667,10.0,8.18,19,0.9808921809550529,High,0,0,24
P69W3F,P69W3F_2142-05-10_19,2142-05-10 19:13:55,1.62,27,16.65,24,14.8,1281.0,0.1481,2.4662,8.42,19,0.39293685991441873,Moderate,0,2,27
P69W3F,P69W3F_2142-05-10_7,2142-05-10 16:00:23,2.79,22,7.89,10,3.59,1099.5,0.0909,0.7176,7.44,16,0.3901053292149632,Moderate,1,1,22
P69X4E,P69X4E_2137-06-19_19,2137-06-19 19:54:20,1.71,35,20.44,21,12.27,348.0,0.0857,1.7524,7.82,19,0.38193855585514447,Moderate,1,2,35
P70JYP,P70JYP_2160-07-15_19,2160-07-15 20:04:16,5.89,18,3.06,9,1.53,50.0,0.1111,0.3398,8.59,20,0.3985957542696412,Moderate,2,0,18
P70MNP,P70MNP_2147-11-09_7,2147-11-09 11:12:58,5.09,40,7.86,15,2.95,606.0,0.1,0.7862,6.87,11,0.123510877992045,Low,1,0,40
P70ZND,P70ZND_2137-10-15_7,2137-10-15 18:19:43,0.1,40,60.0,24,30.0,42.0,0.0,0.0,6.63,18,0.7052563088039524,High,0,0,40
P70ZY1,P70ZY1_2145-12-09_7,2145-12-09 07:21:46,11.43,18,1.58,12,1.05,212.5,0.3889,0.6127,9.0,7,0.6812880974366016,High,1,6,18
P70ZY1,P70ZY1_2145-12-10_7,2145-12-10 08:10:53,7.07,15,2.12,6,0.85,3064.0,0.3333,0.7077,9.65,8,0.7262964619494148,High,1,3,15
P70ZY1,P70ZY1_2185-01-22_7,2185-01-22 14:12:22,0.1,22,60.0,0,0.0,300.0,1.0,10.0,-0.0,14,0.8514990252149626,High,22,0,22
P7104P,P7104P_2115-11-08_7,2115-11-08 16:10:54,2.52,37,14.67,26,10.31,237.0,0.1622,2.3789,8.16,16,0.3751126360352911,Moderate,1,4,37
P71618,P71618_2148-01-08_7,2148-01-08 18:14:40,0.1,21,60.0,12,30.0,300.0,0.0,0.0,6.89,18,0.7861222278970088,High,0,0,21
P718KT,P718KT_2153-09-17_7,2153-09-17 17:43:27,1.27,36,28.39,22,17.35,1114.0,0.0,0.0,6.84,17,0.5933563987298809,Moderate,0,0,36
P71AWK,P71AWK_2147-12-04_19,2147-12-04 23:10:32,5.93,39,6.58,3,0.51,709.0,0.4615,3.0363,2.91,23,0.107119803404158,Low,7,1,39
P71AWK,P71AWK_2147-12-29_19,2147-12-29 20:22:02,5.47,46,8.41,13,2.38,573.0,0.1304,1.0968,4.84,20,0.11801518519740996,Low,1,1,46
P71C7B,P71C7B_2150-02-05_7,2150-02-05 07:32:58,11.39,15,1.32,6,0.53,986.5,0.4667,0.6145,7.49,7,0.6332944147413307,Moderate,2,5,15
P71CH9,P71CH9_2137-02-27_7,2137-02-27 09:00:14,9.46,22,2.33,12,1.27,477.0,0.2273,0.5287,8.1,9,0.12947861226915724,Low,3,2,22
P71IN4,P71IN4_2156-05-12_7,2156-05-12 11:50:50,6.51,16,2.46,6,0.92,240.0,0.375,0.9213,9.16,11,0.12859625111962986,Low,3,3,16
P723UD,P723UD_2116-06-26_19,2116-06-26 22:14:03,0.88,45,50.91,34,30.0,708.0,0.0222,1.1314,8.73,22,0.7956981769107775,High,0,1,45
P723UD,P723UD_2125-03-01_19,2125-03-01 22:10:23,8.24,17,2.06,13,1.58,300.0,0.0588,0.1214,7.5,22,0.39322845200783235,Moderate,0,1,17
P723UD,P723UD_2134-01-01_7,2134-01-01 15:01:49,0.1,43,60.0,22,30.0,300.0,0.0,0.0,5.87,15,0.66371803922525,Moderate,0,0,43
P723UD,P723UD_2144-10-31_7,2144-10-31 15:25:18,0.1,18,60.0,13,30.0,125.0,0.1667,10.0,7.68,15,0.9700355081689203,High,0,1,18
P723UD,P723UD_2146-06-05_19,2146-06-06 02:08:44,0.1,19,60.0,14,30.0,300.0,0.0,0.0,8.69,2,0.9069606879558391,High,0,0,19
P72576,P72576_2117-03-14_19,2117-03-14 20:59:41,8.09,25,3.09,14,1.73,675.0,0.32,0.9885,8.09,20,0.378872578415173,Moderate,0,7,25
P72BL9,P72BL9_2136-09-22_7,2136-09-22 17:59:40,1.0,15,14.98,9,8.99,616.5,0.0,0.0,9.07,17,0.5978800054354437,Moderate,0,0,15
P72J5V,P72J5V_2142-08-31_7,2142-08-31 08:57:03,9.41,36,3.82,19,2.02,5503.0,0.0556,0.2125,6.0,8,0.13608971657651547,Low,1,1,36
P72T1M,P72T1M_2137-06-19_19,2137-06-19 23:04:24,7.83,15,1.91,10,1.28,1631.5,0.3333,0.6382,9.45,23,0.37782776143514857,Moderate,1,4,15
P72T1M,P72T1M_2141-05-23_7,2141-05-23 08:04:58,10.36,23,2.22,11,1.06,786.5,0.3913,0.8691,7.54,8,0.5823614065682852,Moderate,6,3,23
P72T1M,P72T1M_2175-03-20_19,2175-03-21 03:24:24,0.43,29,60.0,17,30.0,259.0,0.2414,10.0,6.67,3,0.9122529608404597,High,2,1,29
P72YHG,P72YHG_2149-06-19_19,2149-06-19 19:21:13,4.47,30,6.71,8,1.79,468.5,0.1667,1.118,6.64,19,0.13222791275403173,Low,2,1,30
P739ZZ,P739ZZ_2154-04-25_19,2154-04-25 20:53:44,9.09,38,4.18,21,2.31,202.0,0.2632,1.1006,7.42,20,0.37737016550404257,Moderate,0,3,38
P739ZZ,P739ZZ_2154-04-28_19,2154-04-28 22:11:00,0.1,32,60.0,17,30.0,300.0,0.125,10.0,6.45,22,0.9123888383804298,High,0,0,32
P73DHC,P73DHC_2134-01-09_7,2134-01-09 13:13:10,0.1,28,60.0,17,30.0,121.0,0.1786,10.0,7.88,13,0.9281114656654915,High,1,0,28
P73DHC,P73DHC_2136-07-24_7,2136-07-24 17:38:50,0.81,19,23.44,9,11.1,1459.0,0.0,0.0,7.64,17,0.5742184491273444,Moderate,0,0,19
P73RPZ,P73RPZ_2146-06-30_7,2146-06-30 09:40:40,7.91,17,2.15,6,0.76,1620.0,0.3529,0.7589,7.7,9,0.10330605920057721,Low,5,1,17
P73RPZ,P73RPZ_2146-07-12_7,2146-07-12 09:53:58,7.7,42,5.46,3,0.39,1854.0,0.881,4.8059,2.04,9,0.38535784256483324,Moderate,35,0,42
P73VD0,P73VD0_2134-09-07_7,2134-09-07 17:29:01,0.5,26,52.29,14,28.16,895.0,0.0,0.0,6.61,17,0.6826113747546946,High,0,0,26
P743BY,P743BY_2131-03-08_7,2131-03-08 10:41:25,1.46,18,12.32,8,5.48,181.0,0.3333,4.108,6.53,10,0.39771992150697805,Moderate,5,1,18
P748G6,P748G6_2149-09-17_19,2149-09-18 01:44:47,0.16,34,60.0,13,30.0,92.0,0.0882,10.0,5.4,1,0.9123150743555688,High,2,0,34
P748G6,P748G6_2150-04-30_19,2150-04-30 23:43:42,0.1,34,60.0,12,30.0,119.0,0.2059,10.0,5.8,23,0.8921488565609391,High,0,0,34
P74GDU,P74GDU_2174-12-13_7,2174-12-13 09:56:53,7.2,24,3.34,15,2.08,620.0,0.25,0.8339,9.23,9,0.6320576573285005,Moderate,1,5,24
P74GDU,P74GDU_2174-12-17_7,2174-12-17 07:15:04,10.49,22,2.1,12,1.14,2385.0,0.6364,1.335,8.45,7,0.5849606517355805,Moderate,7,5,22
P74JSQ,P74JSQ_2112-10-12_7,2112-10-12 11:11:34,6.63,16,2.41,8,1.21,1074.5,0.5625,1.3579,8.04,11,0.1288612234384479,Low,8,1,16
P74WLQ,P74WLQ_2148-06-29_19,2148-06-30 02:31:42,3.82,38,9.95,18,4.71,1365.0,0.0789,0.7853,5.6,2,0.10984087590466633,Low,0,2,38
P74XZ5,P74XZ5_2177-11-03_7,2177-11-03 13:44:40,4.61,32,6.94,18,3.9,613.0,0.125,0.8676,6.3,13,0.10975059843801317,Low,1,1,32
P74YBN,P74YBN_2148-01-26_7,2148-01-26 08:49:15,1.58,17,10.73,14,8.84,458.0,0.4706,5.05,9.1,8,0.7363757831131215,High,3,4,17
P751DG,P751DG_2167-05-05_19,2167-05-05 20:17:04,9.69,20,2.06,14,1.45,1589.0,0.15,0.3097,7.69,20,0.5983653054325064,Moderate,2,1,20
P75HZC,P75HZC_2119-10-26_7,2119-10-26 11:45:52,5.43,15,2.76,3,0.55,666.0,0.3333,0.9205,8.03,11,0.12059774490839757,Low,1,1,15
P75HZC,P75HZC_2185-01-17_19,2185-01-17 19:37:01,1.8,32,17.73,18,9.98,361.0,0.0312,0.5542,7.82,19,0.3727379354555935,Moderate,0,1,32
P75NFJ,P75NFJ_2167-05-06_7,2167-05-06 18:47:51,0.1,29,60.0,17,30.0,300.0,0.2069,10.0,6.42,18,0.9152788215566429,High,1,0,29
P75TR7,P75TR7_2135-01-15_19,2135-01-15 22:52:07,0.51,18,35.43,6,11.81,914.5,0.3333,10.0,7.27,22,0.8995553966406163,High,0,0,18
P760TO,P760TO_2185-01-17_19,2185-01-17 19:51:31,8.04,36,4.48,17,2.11,357.0,0.0833,0.3732,6.98,19,0.3919466697453242,Moderate,2,1,36
P76GYW,P76GYW_2156-04-19_19,2156-04-19 19:36:17,9.37,45,4.8,31,3.31,2591.0,0.0222,0.1068,8.25,19,0.375356564275451,Moderate,1,0,45
P76GYW,P76GYW_2156-05-01_7,2156-05-01 11:28:21,5.26,19,3.61,7,1.33,240.5,0.3158,1.1412,6.8,11,0.12057997274446618,Low,4,2,19
P76JEQ,P76JEQ_2180-05-06_19,2180-05-06 23:56:53,1.17,23,19.66,14,11.97,166.0,0.1739,3.4188,7.39,23,0.3815279195863679,Moderate,0,0,23
P76JEQ,P76JEQ_2180-08-05_19,2180-08-06 02:06:59,0.56,23,40.85,11,19.54,117.5,0.1739,7.1041,7.31,2,0.8970721306547552,High,0,1,23
P76NUD,P76NUD_2196-02-29_7,2196-02-29 16:23:04,0.1,26,60.0,17,30.0,300.0,0.0769,10.0,7.24,16,0.9887371861363976,High,1,0,26
P76OWC,P76OWC_2148-05-18_7,2148-05-18 07:50:05,9.53,16,1.68,7,0.73,3406.0,0.5625,0.9443,6.45,7,0.5506397954705746,Moderate,4,4,16
P76RCG,P76RCG_2148-09-19_7,2148-09-19 07:19:17,9.77,65,6.65,39,3.99,364.0,0.1077,0.7166,7.21,7,0.38345414061551264,Moderate,0,7,65
P76RCG,P76RCG_2177-03-12_7,2177-03-12 12:21:02,6.15,38,6.18,20,3.25,107.0,0.1053,0.6505,6.13,12,0.4041056971196522,Moderate,0,2,38
P76RCG,P76RCG_2177-03-14_19,2177-03-14 19:50:59,10.51,35,3.33,26,2.47,1180.0,0.0571,0.1903,7.01,19,0.6263041356827798,Moderate,1,1,35
P76RCG,P76RCG_2201-11-12_7,2201-11-12 14:58:43,3.95,31,7.85,25,6.33,300.0,0.1935,1.5186,7.76,14,0.11643782800874489,Low,1,0,31
P76XZ3,P76XZ3_2157-12-18_7,2157-12-18 13:31:49,4.5,17,3.78,11,2.45,108.5,0.0,0.0,8.2,13,0.39228304310622764,Moderate,0,0,17
P76Y2P,P76Y2P_2201-12-13_19,2201-12-13 19:25:37,0.1,25,60.0,12,30.0,300.0,0.16,10.0,6.51,19,0.9037018178160743,High,0,0,25
P76ZIY,P76ZIY_2150-07-10_7,2150-07-10 13:50:50,4.31,18,4.18,9,2.09,648.0,0.3889,1.6248,7.92,13,0.12082811420303483,Low,4,2,18
P76ZIY,P76ZIY_2153-04-13_19,2153-04-13 20:15:28,6.8,28,4.12,21,3.09,176.0,0.1429,0.5885,7.66,20,0.38425938515779434,Moderate,0,0,28
P778AC,P778AC_2135-01-03_19,2135-01-03 22:22:21,5.7,45,7.9,26,4.56,290.0,0.1778,1.4037,6.9,22,0.38547752540727953,Moderate,0,2,45
P77AEX,P77AEX_2136-05-05_7,2136-05-05 10:11:45,8.58,35,4.08,24,2.8,3079.0,0.0857,0.3497,7.91,10,0.12974317766706894,Low,1,2,35
P77AEX,P77AEX_2146-06-06_7,2146-06-06 09:53:45,8.13,22,2.71,15,1.84,357.0,0.0455,0.123,7.25,9,0.1057108907439112,Low,0,1,22
